"trial","estimate","ci.lb","ci.ub","model"
"Omitting Chaillon_2016",0.287672481311658,0.253380180433404,0.324588191736543,"twostep_binorm"
"Omitting Smith_2016",0.292100799218439,0.257063734218147,0.329793467848046,"twostep_binorm"
"Omitting Oberle_2016",0.293228177171978,0.258127109632891,0.3309729534391,"twostep_binorm"
"Omitting Kijak_2017",0.289137545750689,0.25534614246258,0.32544638093123,"twostep_binorm"
"Omitting Lyer_2017",0.293450174596645,0.258392624381084,0.331140339269416,"twostep_binorm"
"Omitting deCamp_2017",0.292300506700187,0.256782345437439,0.330546539049327,"twostep_binorm"
"Omitting Dukhovlinova_2018",0.292099801877609,0.257060266820508,0.329795348638353,"twostep_binorm"
"Omitting Ashokkumar_2018",0.292470466294511,0.257215967470739,0.330407605374313,"twostep_binorm"
"Omitting Todesco_2019",0.29211339231249,0.256878706398535,0.330034623591373,"twostep_binorm"
"Omitting Tovanabutra_2019",0.290492294971954,0.255329623693827,0.328362123349161,"twostep_binorm"
"Omitting Lewitus_2019",0.289214012875005,0.254274276675744,0.326850509425026,"twostep_binorm"
"Omitting Sivay_2019",0.290796136338099,0.25575716777768,0.328516542170646,"twostep_binorm"
"Omitting Martinez_2020",0.292312501376706,0.257143255125948,0.330154035452599,"twostep_binorm"
"Omitting VillabonaArenas_2020",0.292349873410687,0.256737219595831,0.330704497658887,"twostep_binorm"
"Omitting Leda_2020",0.295144344605195,0.260316519953661,0.332536982529616,"twostep_binorm"
"Omitting Rolland_2020",0.29281271283114,0.25729859602891,0.33104381004545,"twostep_binorm"
"Omitting Macharia_2020",0.289883353357185,0.254722642318967,0.327763014385354,"twostep_binorm"
"Omitting Brooks_2020",0.29425279488344,0.259434927809072,0.33165081170365,"twostep_binorm"
"Omitting Liu_2020",0.292470466294512,0.257215967470739,0.330407605374313,"twostep_binorm"
"Omitting Wolinsky_1992",0.254536395408692,0.217264230912792,0.295786420911812,"onestep_bi_rand"
"Omitting Briant_1995",0.25050425862727,0.213570397778804,0.291458143654383,"onestep_bi_rand"
"Omitting Poss_1995",0.249626799097902,0.213266938436786,0.289901398201593,"onestep_bi_rand"
"Omitting Wade_1998",0.252235762826166,0.214951133500531,0.293569214959817,"onestep_bi_rand"
"Omitting Long_2000",0.249688215186035,0.212752652720387,0.290668525364028,"onestep_bi_rand"
"Omitting Dickover_2001",0.252702817135985,0.214885456785495,0.294677613203554,"onestep_bi_rand"
"Omitting Delwart_2002",0.252678663776926,0.215308393963938,0.294104102790861,"onestep_bi_rand"
"Omitting Nowak_2002",0.252678663750663,0.215308396509015,0.294104099605718,"onestep_bi_rand"
"Omitting Long_2002",0.250842238313267,0.213711238558997,0.292028505924987,"onestep_bi_rand"
"Omitting Learn_2002",0.250855660282886,0.213611259729131,0.292181092939428,"onestep_bi_rand"
"Omitting Renjifo_2003",0.253772584135789,0.215796579472656,0.295909862198601,"onestep_bi_rand"
"Omitting Verhofstede_2003",0.25006773438918,0.213101235040221,0.291074773254056,"onestep_bi_rand"
"Omitting Sagar_2003",0.249654234353911,0.212622929908777,0.290753459911585,"onestep_bi_rand"
"Omitting Derdeyn_2004",0.255983459365011,0.218796776789663,0.297086836548207,"onestep_bi_rand"
"Omitting Sagar_2004",0.249139652536751,0.212959703099425,0.289207590146327,"onestep_bi_rand"
"Omitting Ritola_2004",0.252360088325905,0.214548014019567,0.294338921341506,"onestep_bi_rand"
"Omitting Sagar_2006",0.250864753782742,0.213540232505711,0.292288574991893,"onestep_bi_rand"
"Omitting Gottlieb_2008",0.250777621536431,0.213235038503881,0.292472883653943,"onestep_bi_rand"
"Omitting Keele_2008",0.251209330263176,0.213501186115111,0.293095527851662,"onestep_bi_rand"
"Omitting Kwiek_2008",0.248911266393223,0.213029434319994,0.288620339157978,"onestep_bi_rand"
"Omitting SalazarGonzalez_2008",0.251964030832353,0.214359783520063,0.29369894380678,"onestep_bi_rand"
"Omitting Abrahams_2009",0.253520938091368,0.215500154344031,0.295721122189431,"onestep_bi_rand"
"Omitting Kearney_2009",0.257137635328314,0.220110249280079,0.298013667684424,"onestep_bi_rand"
"Omitting SalazarGonzalez_2009",0.256442153206848,0.219153313970467,0.29765709361167,"onestep_bi_rand"
"Omitting Novitsky_2009",0.253039832820494,0.215466900590261,0.294703518930606,"onestep_bi_rand"
"Omitting Haaland_2009",0.25528624450139,0.217658974160047,0.296949273037498,"onestep_bi_rand"
"Omitting Bar_2010",0.249970379000967,0.213142156377345,0.290810216769133,"onestep_bi_rand"
"Omitting Zhang_2010",0.25565468861064,0.218436220067483,0.2968064142713,"onestep_bi_rand"
"Omitting Li_2010",0.25118374070899,0.213555499506199,0.292972158971285,"onestep_bi_rand"
"Omitting Fischer_2010",0.254536395436398,0.217264231263322,0.295786420543297,"onestep_bi_rand"
"Omitting Masharsky_2010",0.252220620932466,0.214567566658425,0.294007808059541,"onestep_bi_rand"
"Omitting Nofemela_2011",0.252517026078407,0.214719845332099,0.294472673076073,"onestep_bi_rand"
"Omitting Rolland_2011",0.253073605415712,0.215057837239968,0.295281456509595,"onestep_bi_rand"
"Omitting CollinsFairclough_2011",0.253407251966713,0.215548138429578,0.295411844368982,"onestep_bi_rand"
"Omitting Cornelissen_2011",0.25582021836676,0.218193177754048,0.297467106534332,"onestep_bi_rand"
"Omitting Novitsky_2011",0.251310079941271,0.213763538684708,0.292993888841333,"onestep_bi_rand"
"Omitting Kishko_2011",0.251997098461524,0.214588210577848,0.293490514800043,"onestep_bi_rand"
"Omitting Herbeck_2011",0.254838233475721,0.217382527913296,0.296304248339969,"onestep_bi_rand"
"Omitting Boeras_2011",0.25629331600635,0.219142668055902,0.297343768220371,"onestep_bi_rand"
"Omitting Kiwelu_2012",0.253169863414551,0.215219207765813,0.295294492816108,"onestep_bi_rand"
"Omitting Sturdevant_2012",0.256609040809309,0.219053492729653,0.298145158419902,"onestep_bi_rand"
"Omitting Rossenkhan_2012",0.254882222684308,0.217219622322977,0.296600641183948,"onestep_bi_rand"
"Omitting Baalwa_2013",0.254223223321821,0.216615823947702,0.295893632090008,"onestep_bi_rand"
"Omitting Frange_2013",0.256293316006762,0.219142665518684,0.297343771319126,"onestep_bi_rand"
"Omitting Chaillon_2014",0.254525263276968,0.217056017154068,0.296017148760221,"onestep_bi_rand"
"Omitting Sterrett_2014",0.252076225038054,0.214180042481585,0.294167553212092,"onestep_bi_rand"
"Omitting Wagner_2014",0.261249626543077,0.224748569816709,0.30137425740653,"onestep_bi_rand"
"Omitting Danaviah_2015",0.253948559080728,0.216337650977148,0.295631523743324,"onestep_bi_rand"
"Omitting Janes_2015",0.251708551082196,0.213763848339484,0.293871210964886,"onestep_bi_rand"
"Omitting Gounder_2015",0.252517026078045,0.214719846058429,0.294472672180332,"onestep_bi_rand"
"Omitting Chen_2015",0.254452271155748,0.21676304270038,0.296216273271135,"onestep_bi_rand"
"Omitting Zanini_2015",0.25335642384293,0.215761111431515,0.295038062463894,"onestep_bi_rand"
"Omitting Le_2015",0.254106277001459,0.216839234169964,0.295362661072331,"onestep_bi_rand"
"Omitting Deymier_2015",0.255307042232966,0.21806234665454,0.296500933681441,"onestep_bi_rand"
"Omitting Love_2016",0.252447032499468,0.214412841437491,0.294697095791732,"onestep_bi_rand"
"Omitting Tully_2016",0.255122491709044,0.217219519127704,0.297128758340061,"onestep_bi_rand"
"Omitting Park_2016",0.254902349764647,0.216995629419465,0.296919895217792,"onestep_bi_rand"
"Omitting Novitsky_2016",0.253593166333202,0.215650782206759,0.29569456810578,"onestep_bi_rand"
"Omitting Chaillon_2016",0.249428423512143,0.212816686300552,0.290018115458311,"onestep_bi_rand"
"Omitting Smith_2016",0.259358956074275,0.222801892732005,0.299601997704731,"onestep_bi_rand"
"Omitting Oberle_2016",0.254196781941281,0.216720963998538,0.295706489943916,"onestep_bi_rand"
"Omitting Kijak_2017",0.249626799148169,0.213266937822989,0.289901399065164,"onestep_bi_rand"
"Omitting Lyer_2017",0.254525263276964,0.217056019368783,0.296017146044433,"onestep_bi_rand"
"Omitting deCamp_2017",0.252227739808697,0.214331824819867,0.294314036552453,"onestep_bi_rand"
"Omitting Dukhovlinova_2018",0.255983459366652,0.218796776541852,0.297086836854566,"onestep_bi_rand"
"Omitting Ashokkumar_2018",0.253039832821404,0.215466899913913,0.294703519764248,"onestep_bi_rand"
"Omitting Todesco_2019",0.252708049627277,0.21517068733315,0.29433802305172,"onestep_bi_rand"
"Omitting Tovanabutra_2019",0.25107430173451,0.213566659137453,0.292717380614497,"onestep_bi_rand"
"Omitting Lewitus_2019",0.250192232905011,0.212948236021508,0.291537247095662,"onestep_bi_rand"
"Omitting Sivay_2019",0.251506086509444,0.214107056015074,0.293002220765116,"onestep_bi_rand"
"Omitting Martinez_2020",0.253093248380117,0.215668237430947,0.29457352795067,"onestep_bi_rand"
"Omitting VillabonaArenas_2020",0.252070899434312,0.214094681263899,0.29426115330708,"onestep_bi_rand"
"Omitting Leda_2020",0.256319241375285,0.218902911447566,0.297693569785699,"onestep_bi_rand"
"Omitting Rolland_2020",0.252681817655396,0.214763820100678,0.294781280000834,"onestep_bi_rand"
"Omitting Macharia_2020",0.250565536628095,0.213104141889916,0.292167174315929,"onestep_bi_rand"
"Omitting Brooks_2020",0.255947515565744,0.218591973210531,0.297258341875196,"onestep_bi_rand"
"Omitting Liu_2020",0.253039832820945,0.215466896589824,0.294703523850551,"onestep_bi_rand"
