"","covariate","level","est","sd","ci.lb","ci.ub","z.val","p.val","analysis"
"rep.23","sequencing.gene","gag",0.11424875744236,0.676737654510329,-1.55548073580579,1.31795604481467,0.168822817351619,0.865936010278479,"rep"
"rep.33","sequencing.gene","pol",-1.19244594021321,0.862779842007519,-27.5942803841522,0.0161188462482719,-1.38209758985401,0.166941738421798,"rep"
"rep.43","sequencing.gene","whole.genome",-0.944468134020562,0.256986211757183,-1.40268931329425,-0.506792520689014,-3.6751704597792,0.000237690663550207,"rep"
"sing.24","alignment.bin","0-250",1.02435971442018,0.660733087948222,-0.842503290421801,2.28567558522959,1.55033815182638,0.121060374746488,"sing"
"sing.34","alignment.bin","1001-2000",1.07361458888126,0.316620441318537,0.467655055439973,1.75150847571748,3.39085683921823,0.000696744858593152,"sing"
"sing.44","alignment.bin","2001-4000",0.659426181055826,0.316104626111451,0.011809028395531,1.33086408247576,2.08610101398303,0.0369694738820743,"sing"
"sing.52","alignment.bin","251-500",1.60876553111491,0.381618750461357,0.774637893145751,2.37003937728566,4.21563544550679,2.49075844792315e-05,"sing"
"sing.62","alignment.bin","4001-8000",1.47327604365192,0.659301346187263,0.000238288438967229,2.63016807583032,2.2346019042307,0.0254434957229241,"sing"
"sing.71","alignment.bin","501-1000",0.664502622399881,0.391104269067872,-0.189477264260755,1.37738640793678,1.69904210962362,0.0893112496830931,"sing"
"rep.24","alignment.bin","",0.85698158375829,0.517677519230776,-0.241626737752576,1.76896423613029,1.65543519261121,0.0978362522286117,"rep"
"rep.34","alignment.bin","0-250",0.979185700035533,0.647346353988543,-0.578263312183988,2.11545560723031,1.512614837486,0.130377523062582,"rep"
"rep.44","alignment.bin","1001-2000",0.977168426012851,0.27444522110579,0.512469254340479,1.45978892082032,3.5605226502967,0.000370117382205652,"rep"
"rep.52","alignment.bin","2001-4000",0.778368117767159,0.263791141550608,0.309117158433062,1.19979854043764,2.95069846997811,0.00317056273087298,"rep"
"rep.62","alignment.bin","251-500",1.45308335179437,0.347158777278979,0.777611259089375,2.13608215844409,4.18564486020948,2.8435764953499e-05,"rep"
"rep.71","alignment.bin","4001-8000",1.4467878287374,0.650735359349833,0.112129001944242,2.66585321764475,2.22331214671187,0.0261947590235076,"rep"
"rep.81","alignment.bin","501-1000",0.759557497453815,0.335120329704404,0.0740960495116503,1.36497425235392,2.2665216942338,0.0234194604229429,"rep"
"sing.25","sampling.delay",">21",0.0905673056495348,0.187482108149425,-0.298121806776764,0.472186587552855,0.483071726382294,0.629044808598782,"sing"
"sing.35","sampling.delay","unknown",0.350883962426883,0.27460924199476,-0.214671392103579,0.921484843816654,1.27775729570521,0.201335016018303,"sing"
"rep.25","sampling.delay",">21",0.163229205114915,0.12084657093992,-0.0712835298301864,0.397867190242036,1.3507144128737,0.176786933538647,"rep"
"rep.35","sampling.delay","unknown",0.103540378814521,0.191873463395849,-0.27100762856864,0.431457485957326,0.539628445653841,0.589453295386994,"rep"
